order_id,customer_id,kategori,kota,metode_pembayaran,pendapatan
O11852,6,Makanan,Purworejo,Kartu Kredit,475455
O11853,1,Fashion,Purworejo,COD,320097
O11854,8,Fashion,Purworejo,E-Wallet,369409
O11855,15,Rumah Tangga,Yogyakarta,E-Wallet,102893
O11856,19,Fashion,Purworejo,COD,121816
O11857,9,Elektronik,Yogyakarta,Kartu Kredit,439289
O11858,5,Kesehatan,Yogyakarta,Transfer Bank,115031
O11859,4,Rumah Tangga,Purworejo,E-Wallet,119922
O11860,3,Makanan,Magelang,E-Wallet,343900
O11861,14,Rumah Tangga,Semarang,COD,61525
O11862,13,Elektronik,Magelang,E-Wallet,185394
O11863,10,Fashion,Purworejo,Transfer Bank,307660
O11864,19,Rumah Tangga,Purworejo,E-Wallet,257859
O11865,5,Elektronik,Solo,Transfer Bank,448384
O11866,12,Kesehatan,Magelang,COD,117551
O11867,8,Elektronik,Magelang,Kartu Kredit,75393
O11868,18,Kesehatan,Semarang,Kartu Kredit,51104
O11869,2,Fashion,Magelang,Kartu Kredit,92694
O11870,8,Elektronik,Yogyakarta,Transfer Bank,476620
O11871,15,Elektronik,Semarang,E-Wallet,172281
O11872,20,Fashion,Yogyakarta,Kartu Kredit,194779
O11873,6,Elektronik,Solo,COD,472816
O11874,10,Kesehatan,Semarang,E-Wallet,439925
O11875,11,Kesehatan,Magelang,COD,383051
O11876,1,Elektronik,Semarang,COD,363446
O11877,11,Fashion,Purworejo,COD,222749
O11878,2,Fashion,Semarang,E-Wallet,448864
O11879,15,Kesehatan,Solo,E-Wallet,173053
O11880,16,Fashion,Purworejo,E-Wallet,131827
O11881,3,Makanan,Magelang,COD,467027
O11882,4,Rumah Tangga,Solo,COD,448309
O11883,17,Elektronik,Solo,COD,429431
O11884,20,Makanan,Magelang,Kartu Kredit,291402
O11885,5,Rumah Tangga,Purworejo,Kartu Kredit,354909
O11886,20,Kesehatan,Solo,Transfer Bank,231883
O11887,15,Elektronik,Yogyakarta,E-Wallet,424120
O11888,19,Makanan,Yogyakarta,E-Wallet,148089
O11889,20,Fashion,Magelang,COD,287874
O11890,16,Fashion,Semarang,E-Wallet,445383
O11891,3,Kesehatan,Solo,E-Wallet,434650
O11892,19,Fashion,Yogyakarta,Kartu Kredit,83332
O11893,18,Fashion,Semarang,COD,398758
O11894,13,Elektronik,Semarang,COD,108826
O11895,15,Makanan,Semarang,E-Wallet,396268
O11896,11,Elektronik,Purworejo,Kartu Kredit,486543
O11897,5,Elektronik,Yogyakarta,Kartu Kredit,413889
O11898,19,Elektronik,Magelang,Transfer Bank,167692
O11899,15,Rumah Tangga,Semarang,Transfer Bank,121448
O11900,16,Kesehatan,Magelang,E-Wallet,358071
O11901,6,Kesehatan,Purworejo,COD,123803
O11902,20,Makanan,Yogyakarta,Transfer Bank,495076
O11903,17,Elektronik,Semarang,E-Wallet,455833
O11904,1,Elektronik,Purworejo,COD,193530
O11905,19,Rumah Tangga,Yogyakarta,E-Wallet,127038
O11906,11,Rumah Tangga,Yogyakarta,COD,245339
O11907,11,Makanan,Semarang,COD,494777
O11908,12,Makanan,Purworejo,Kartu Kredit,84159
O11909,19,Rumah Tangga,Magelang,E-Wallet,307036
O11910,9,Makanan,Purworejo,E-Wallet,70037
O11911,4,Fashion,Purworejo,Transfer Bank,474394
O11912,11,Fashion,Semarang,Transfer Bank,267604
O11913,8,Elektronik,Magelang,Transfer Bank,72856
O11914,18,Kesehatan,Yogyakarta,Transfer Bank,431683
O11915,19,Elektronik,Purworejo,COD,178549
O11916,17,Elektronik,Yogyakarta,E-Wallet,260731
O11917,1,Rumah Tangga,Yogyakarta,E-Wallet,90092
O11918,6,Elektronik,Purworejo,Kartu Kredit,290149
O11919,15,Elektronik,Purworejo,E-Wallet,306573
O11920,19,Rumah Tangga,Semarang,Kartu Kredit,79032
O11921,16,Kesehatan,Solo,E-Wallet,277801
O11922,6,Elektronik,Semarang,Kartu Kredit,413535
O11923,16,Makanan,Yogyakarta,E-Wallet,145231
O11924,4,Kesehatan,Purworejo,COD,485061
O11925,17,Makanan,Yogyakarta,E-Wallet,479785
O11926,9,Kesehatan,Solo,COD,451518
O11927,13,Rumah Tangga,Purworejo,COD,84988
O11928,1,Fashion,Magelang,COD,270791
O11929,15,Makanan,Yogyakarta,COD,140114
O11930,18,Makanan,Yogyakarta,Transfer Bank,453880
O11931,19,Fashion,Purworejo,Kartu Kredit,56156
O11932,4,Makanan,Purworejo,E-Wallet,474643
O11933,13,Makanan,Semarang,Kartu Kredit,323079
O11934,13,Makanan,Solo,E-Wallet,164577
O11935,15,Elektronik,Magelang,E-Wallet,187039
O11936,15,Makanan,Yogyakarta,COD,302296
O11937,18,Rumah Tangga,Semarang,COD,248832
O11938,19,Makanan,Purworejo,Transfer Bank,113888
O11939,14,Rumah Tangga,Solo,E-Wallet,180857
O11940,1,Fashion,Magelang,Kartu Kredit,89106
O11941,2,Kesehatan,Solo,Kartu Kredit,86996
O11942,19,Fashion,Yogyakarta,Kartu Kredit,168965
O11943,3,Elektronik,Magelang,E-Wallet,367249
O11944,11,Rumah Tangga,Yogyakarta,COD,317037
O11945,14,Makanan,Purworejo,Kartu Kredit,175130
O11946,1,Kesehatan,Yogyakarta,E-Wallet,264687
O11947,2,Makanan,Purworejo,COD,152906
O11948,19,Rumah Tangga,Magelang,COD,104054
O11949,6,Kesehatan,Yogyakarta,Kartu Kredit,262942
O11950,20,Rumah Tangga,Solo,Transfer Bank,189477
O11951,5,Elektronik,Purworejo,Kartu Kredit,361204
O11952,18,Kesehatan,Magelang,COD,309438
O11953,6,Fashion,Magelang,E-Wallet,455840
O11954,18,Kesehatan,Semarang,COD,266577
O11955,6,Rumah Tangga,Semarang,COD,379198
O11956,19,Kesehatan,Purworejo,Transfer Bank,405175
O11957,10,Rumah Tangga,Purworejo,Kartu Kredit,395988
O11958,13,Kesehatan,Yogyakarta,Kartu Kredit,157465
O11959,15,Kesehatan,Solo,Transfer Bank,478809
O11960,19,Rumah Tangga,Magelang,Transfer Bank,333041
O11961,4,Elektronik,Semarang,COD,193420
O11962,3,Fashion,Solo,COD,360362
O11963,5,Makanan,Magelang,COD,126714
O11964,2,Makanan,Yogyakarta,Transfer Bank,492038
O11965,7,Elektronik,Magelang,COD,496479
O11966,14,Fashion,Magelang,Transfer Bank,362081
O11967,13,Makanan,Yogyakarta,E-Wallet,81825
O11968,17,Rumah Tangga,Solo,Kartu Kredit,382575
O11969,4,Rumah Tangga,Magelang,Kartu Kredit,450570
O11970,12,Rumah Tangga,Yogyakarta,E-Wallet,216158
O11971,2,Elektronik,Purworejo,E-Wallet,251556
O11972,19,Rumah Tangga,Purworejo,Kartu Kredit,76468
O11973,19,Makanan,Semarang,COD,440715
O11974,2,Kesehatan,Purworejo,E-Wallet,338591
O11975,14,Elektronik,Solo,Transfer Bank,359491
O11976,12,Fashion,Magelang,Kartu Kredit,279351
O11977,15,Rumah Tangga,Magelang,E-Wallet,177785
O11978,8,Kesehatan,Magelang,Transfer Bank,406507
O11979,6,Fashion,Solo,COD,90174
O11980,6,Elektronik,Purworejo,E-Wallet,481601
O11981,16,Makanan,Solo,Kartu Kredit,372456
O11982,13,Makanan,Semarang,Transfer Bank,218609
O11983,19,Elektronik,Solo,COD,108674
O11984,5,Makanan,Magelang,Transfer Bank,444858
O11985,6,Rumah Tangga,Purworejo,Kartu Kredit,301738
O11986,8,Fashion,Semarang,E-Wallet,214777
O11987,10,Rumah Tangga,Purworejo,COD,297610
O11988,6,Elektronik,Yogyakarta,COD,70455
O11989,18,Fashion,Semarang,Kartu Kredit,328937
O11990,3,Kesehatan,Yogyakarta,Transfer Bank,183082
O11991,15,Elektronik,Yogyakarta,Transfer Bank,385106
O11992,10,Kesehatan,Solo,Kartu Kredit,476424
O11993,5,Makanan,Purworejo,COD,63791
O11994,15,Rumah Tangga,Solo,Kartu Kredit,127644
O11995,1,Rumah Tangga,Purworejo,Kartu Kredit,489333
O11996,19,Makanan,Purworejo,Kartu Kredit,322511
O11997,7,Elektronik,Semarang,COD,83753
O11998,17,Elektronik,Yogyakarta,COD,478423
O11999,7,Fashion,Yogyakarta,COD,397371
O12000,19,Makanan,Semarang,E-Wallet,419126
O12001,6,Fashion,Semarang,COD,393606
O12002,2,Rumah Tangga,Magelang,Kartu Kredit,167592
O12003,17,Kesehatan,Magelang,Kartu Kredit,181699
O12004,11,Elektronik,Solo,E-Wallet,72869
O12005,7,Elektronik,Solo,E-Wallet,51096
O12006,15,Fashion,Semarang,COD,372624
O12007,9,Rumah Tangga,Semarang,E-Wallet,385033
O12008,20,Fashion,Purworejo,Transfer Bank,487624
O12009,16,Kesehatan,Magelang,Kartu Kredit,204187
O12010,7,Fashion,Yogyakarta,E-Wallet,423611
O12011,18,Kesehatan,Magelang,E-Wallet,86450
O12012,9,Rumah Tangga,Magelang,COD,352228
O12013,16,Rumah Tangga,Solo,COD,81723
O12014,5,Rumah Tangga,Yogyakarta,COD,74446
O12015,4,Fashion,Semarang,E-Wallet,318427
O12016,4,Makanan,Semarang,Transfer Bank,312117
O12017,6,Rumah Tangga,Solo,Transfer Bank,330770
O12018,1,Makanan,Yogyakarta,Kartu Kredit,360550
O12019,12,Makanan,Solo,E-Wallet,208932
O12020,19,Fashion,Purworejo,Kartu Kredit,367344
O12021,10,Kesehatan,Magelang,Kartu Kredit,312733
O12022,3,Elektronik,Solo,E-Wallet,414418
O12023,16,Makanan,Semarang,COD,401109
O12024,20,Elektronik,Solo,Kartu Kredit,106114
O12025,8,Rumah Tangga,Magelang,Transfer Bank,350038
O12026,13,Fashion,Solo,COD,221282
O12027,16,Makanan,Yogyakarta,COD,364973
O12028,8,Rumah Tangga,Semarang,E-Wallet,385280
O12029,16,Kesehatan,Purworejo,COD,223707
O12030,15,Elektronik,Semarang,E-Wallet,367983
O12031,4,Makanan,Magelang,Transfer Bank,123075
O12032,7,Kesehatan,Solo,Kartu Kredit,478615
O12033,7,Rumah Tangga,Solo,Kartu Kredit,341386
O12034,19,Makanan,Semarang,Transfer Bank,361869
O12035,6,Kesehatan,Purworejo,COD,426864
O12036,3,Kesehatan,Magelang,Transfer Bank,313910
O12037,1,Makanan,Magelang,COD,52660
O12038,5,Elektronik,Yogyakarta,Transfer Bank,345329
O12039,4,Elektronik,Yogyakarta,E-Wallet,105128
O12040,16,Kesehatan,Solo,Transfer Bank,448644
O12041,4,Makanan,Purworejo,Kartu Kredit,468118
O12042,9,Makanan,Semarang,Transfer Bank,466030
O12043,17,Rumah Tangga,Semarang,Kartu Kredit,116758
O12044,17,Makanan,Solo,Transfer Bank,417434
O12045,8,Rumah Tangga,Solo,Transfer Bank,180221
O12046,8,Elektronik,Yogyakarta,E-Wallet,126790
O12047,8,Rumah Tangga,Semarang,Kartu Kredit,234675
O12048,13,Rumah Tangga,Solo,Kartu Kredit,171000
O12049,16,Fashion,Semarang,COD,433978
O12050,2,Fashion,Purworejo,COD,461885
O12051,14,Rumah Tangga,Yogyakarta,COD,322971
O12052,20,Makanan,Solo,E-Wallet,67947
O12053,17,Kesehatan,Magelang,E-Wallet,160039
O12054,4,Kesehatan,Purworejo,E-Wallet,379755
O12055,8,Fashion,Yogyakarta,Kartu Kredit,55983
O12056,17,Makanan,Semarang,E-Wallet,384515
O12057,16,Makanan,Semarang,Transfer Bank,376212
O12058,4,Elektronik,Yogyakarta,COD,356656
O12059,18,Elektronik,Magelang,Transfer Bank,341577
O12060,13,Fashion,Semarang,E-Wallet,163056
O12061,14,Fashion,Purworejo,E-Wallet,66722
O12062,6,Rumah Tangga,Semarang,COD,169467
O12063,18,Elektronik,Purworejo,Kartu Kredit,382612
O12064,20,Rumah Tangga,Purworejo,E-Wallet,357330
O12065,13,Rumah Tangga,Magelang,E-Wallet,342255
O12066,20,Elektronik,Semarang,Transfer Bank,145091
O12067,15,Elektronik,Magelang,Kartu Kredit,58472
O12068,4,Fashion,Solo,Transfer Bank,315888
O12069,17,Kesehatan,Yogyakarta,Transfer Bank,196077
O12070,8,Kesehatan,Magelang,Kartu Kredit,259610
O12071,6,Elektronik,Semarang,E-Wallet,53473
O12072,7,Fashion,Purworejo,COD,380441
O12073,5,Rumah Tangga,Solo,Kartu Kredit,232330
O12074,9,Elektronik,Semarang,Kartu Kredit,115053
O12075,18,Fashion,Purworejo,COD,263378
O12076,8,Rumah Tangga,Yogyakarta,Kartu Kredit,160334
O12077,20,Elektronik,Semarang,Kartu Kredit,262586
O12078,7,Fashion,Purworejo,Transfer Bank,451787
O12079,6,Elektronik,Solo,COD,153703
O12080,12,Elektronik,Yogyakarta,E-Wallet,226521
O12081,9,Rumah Tangga,Magelang,COD,243333
O12082,15,Kesehatan,Magelang,COD,391466
O12083,7,Kesehatan,Solo,COD,485934
O12084,7,Makanan,Magelang,E-Wallet,366392
O12085,10,Fashion,Solo,COD,148211
O12086,3,Makanan,Solo,COD,75785
O12087,1,Fashion,Purworejo,Transfer Bank,258457
O12088,12,Kesehatan,Magelang,Transfer Bank,473327
O12089,12,Rumah Tangga,Magelang,E-Wallet,126825
O12090,15,Fashion,Semarang,Kartu Kredit,104534
O12091,20,Kesehatan,Semarang,COD,434304
O12092,1,Fashion,Solo,Kartu Kredit,88261
O12093,1,Rumah Tangga,Purworejo,Kartu Kredit,307887
O12094,2,Fashion,Yogyakarta,Kartu Kredit,364702
O12095,3,Kesehatan,Magelang,E-Wallet,187385
O12096,14,Fashion,Yogyakarta,E-Wallet,298790
O12097,5,Fashion,Semarang,Transfer Bank,413180
O12098,3,Fashion,Semarang,Transfer Bank,490390
O12099,9,Rumah Tangga,Magelang,COD,406259
O12100,17,Elektronik,Magelang,E-Wallet,216876
O12101,10,Rumah Tangga,Solo,Kartu Kredit,118109
O12102,19,Makanan,Yogyakarta,COD,149029
O12103,2,Makanan,Solo,COD,58950
O12104,18,Makanan,Semarang,E-Wallet,278837
O12105,6,Kesehatan,Semarang,Transfer Bank,164191
O12106,8,Makanan,Purworejo,COD,249058
O12107,17,Fashion,Purworejo,COD,441251
O12108,5,Elektronik,Solo,Transfer Bank,233372
O12109,20,Rumah Tangga,Solo,E-Wallet,409284
O12110,3,Fashion,Solo,Transfer Bank,437233
O12111,4,Makanan,Semarang,Kartu Kredit,326980
O12112,15,Rumah Tangga,Semarang,Transfer Bank,399506
O12113,9,Kesehatan,Semarang,Transfer Bank,347847
O12114,2,Elektronik,Magelang,E-Wallet,495158
O12115,1,Makanan,Yogyakarta,Transfer Bank,468043
O12116,17,Elektronik,Semarang,Transfer Bank,185891
O12117,5,Elektronik,Semarang,E-Wallet,335284
O12118,18,Rumah Tangga,Magelang,Kartu Kredit,363076
O12119,19,Rumah Tangga,Purworejo,E-Wallet,461424
O12120,14,Rumah Tangga,Semarang,E-Wallet,125085
O12121,4,Makanan,Semarang,Transfer Bank,362903
O12122,13,Elektronik,Yogyakarta,Kartu Kredit,73281
O12123,3,Rumah Tangga,Purworejo,Kartu Kredit,109978
O12124,6,Elektronik,Semarang,E-Wallet,69447
O12125,19,Elektronik,Yogyakarta,E-Wallet,93905
O12126,13,Fashion,Solo,E-Wallet,240162
O12127,17,Fashion,Purworejo,Kartu Kredit,229969
O12128,6,Elektronik,Magelang,E-Wallet,378964
O12129,16,Fashion,Magelang,Transfer Bank,60345
O12130,16,Kesehatan,Magelang,Kartu Kredit,222307
O12131,3,Makanan,Semarang,Transfer Bank,167803
O12132,17,Rumah Tangga,Solo,Transfer Bank,292646
O12133,16,Rumah Tangga,Semarang,E-Wallet,175836
O12134,20,Rumah Tangga,Magelang,Transfer Bank,333958
O12135,4,Elektronik,Solo,Transfer Bank,58771
O12136,13,Fashion,Solo,Kartu Kredit,335099
O12137,8,Makanan,Yogyakarta,Transfer Bank,453342
O12138,15,Makanan,Yogyakarta,COD,287574
O12139,20,Elektronik,Solo,E-Wallet,90375
O12140,12,Rumah Tangga,Solo,Transfer Bank,151575
O12141,10,Rumah Tangga,Semarang,COD,205254
O12142,2,Fashion,Solo,E-Wallet,229585
O12143,8,Kesehatan,Purworejo,Kartu Kredit,128069
O12144,18,Makanan,Semarang,COD,384753
O12145,10,Rumah Tangga,Solo,E-Wallet,423886
O12146,3,Makanan,Semarang,Transfer Bank,115990
O12147,15,Makanan,Yogyakarta,COD,268627
O12148,1,Rumah Tangga,Semarang,COD,70344
O12149,15,Rumah Tangga,Magelang,Kartu Kredit,324139
O12150,11,Fashion,Solo,Kartu Kredit,184595
O12151,9,Elektronik,Purworejo,COD,329310
O12152,10,Elektronik,Solo,E-Wallet,141855
O12153,20,Kesehatan,Solo,COD,444842
O12154,12,Makanan,Semarang,Transfer Bank,381317
O12155,8,Kesehatan,Yogyakarta,COD,448028
O12156,1,Makanan,Purworejo,COD,474911
O12157,18,Elektronik,Purworejo,Transfer Bank,428985
O12158,13,Elektronik,Solo,COD,482030
O12159,13,Elektronik,Semarang,COD,410498
O12160,16,Fashion,Yogyakarta,E-Wallet,433287
O12161,13,Makanan,Magelang,E-Wallet,291379
O12162,8,Makanan,Solo,Transfer Bank,155853
O12163,8,Makanan,Semarang,Kartu Kredit,309546
O12164,19,Elektronik,Purworejo,Kartu Kredit,77635
O12165,8,Rumah Tangga,Yogyakarta,E-Wallet,85789
O12166,2,Kesehatan,Purworejo,Transfer Bank,482161
O12167,14,Rumah Tangga,Magelang,Kartu Kredit,339697
O12168,9,Rumah Tangga,Semarang,Kartu Kredit,56424
O12169,15,Elektronik,Magelang,COD,201817
O12170,14,Makanan,Magelang,E-Wallet,373479
O12171,15,Rumah Tangga,Yogyakarta,COD,400782
O12172,14,Elektronik,Semarang,E-Wallet,165064
O12173,16,Makanan,Yogyakarta,E-Wallet,341323
O12174,6,Elektronik,Solo,COD,446480
O12175,12,Kesehatan,Magelang,Kartu Kredit,307134
O12176,6,Elektronik,Yogyakarta,COD,240784
O12177,1,Makanan,Solo,Transfer Bank,264379
O12178,15,Rumah Tangga,Semarang,Kartu Kredit,376623
O12179,8,Rumah Tangga,Yogyakarta,Transfer Bank,330088
O12180,13,Makanan,Magelang,Kartu Kredit,237097
O12181,17,Kesehatan,Semarang,Kartu Kredit,462138
O12182,20,Kesehatan,Purworejo,Kartu Kredit,230104
O12183,17,Fashion,Yogyakarta,E-Wallet,160304
O12184,17,Fashion,Solo,Kartu Kredit,150531
O12185,18,Elektronik,Semarang,Transfer Bank,286160
O12186,17,Rumah Tangga,Semarang,Kartu Kredit,356414
O12187,11,Kesehatan,Purworejo,Kartu Kredit,186882
O12188,9,Kesehatan,Purworejo,Kartu Kredit,248276
O12189,10,Kesehatan,Semarang,Kartu Kredit,364198
O12190,20,Kesehatan,Yogyakarta,COD,148570
O12191,2,Rumah Tangga,Purworejo,Transfer Bank,469128
O12192,3,Rumah Tangga,Solo,Kartu Kredit,207435
O12193,16,Kesehatan,Yogyakarta,COD,334548
O12194,7,Elektronik,Solo,COD,308962
O12195,2,Makanan,Semarang,Transfer Bank,104383
O12196,16,Kesehatan,Magelang,Kartu Kredit,79838
O12197,19,Fashion,Yogyakarta,Transfer Bank,487159
O12198,1,Makanan,Magelang,E-Wallet,146730
O12199,9,Kesehatan,Yogyakarta,COD,199059
O12200,9,Kesehatan,Solo,E-Wallet,177237
O12201,5,Rumah Tangga,Semarang,Kartu Kredit,187566
O12202,10,Makanan,Purworejo,COD,323215
O12203,17,Makanan,Solo,Kartu Kredit,172532
O12204,5,Kesehatan,Yogyakarta,Transfer Bank,435116
O12205,13,Kesehatan,Purworejo,COD,447845
O12206,5,Kesehatan,Purworejo,COD,396731
O12207,12,Rumah Tangga,Semarang,Kartu Kredit,149694
O12208,20,Kesehatan,Yogyakarta,COD,162075
O12209,19,Makanan,Solo,COD,351245
O12210,14,Elektronik,Purworejo,E-Wallet,122454
O12211,4,Kesehatan,Magelang,Kartu Kredit,389505
O12212,14,Fashion,Semarang,Kartu Kredit,149212
O12213,16,Elektronik,Purworejo,Kartu Kredit,182525
O12214,16,Fashion,Semarang,COD,140554
O12215,2,Elektronik,Yogyakarta,Transfer Bank,162000
O12216,13,Fashion,Purworejo,Transfer Bank,98542
O12217,16,Makanan,Solo,COD,358024
O12218,20,Kesehatan,Purworejo,Kartu Kredit,270510
O12219,12,Kesehatan,Semarang,E-Wallet,258442
O12220,18,Rumah Tangga,Yogyakarta,E-Wallet,79752
O12221,20,Elektronik,Purworejo,Kartu Kredit,359293
O12222,14,Elektronik,Solo,Transfer Bank,348680
O12223,2,Elektronik,Purworejo,E-Wallet,320946
O12224,19,Rumah Tangga,Solo,Kartu Kredit,418805
O12225,14,Elektronik,Magelang,COD,368461
O12226,11,Fashion,Yogyakarta,Transfer Bank,215088
O12227,8,Fashion,Yogyakarta,Kartu Kredit,253721
O12228,14,Elektronik,Semarang,E-Wallet,268124
O12229,15,Rumah Tangga,Solo,Kartu Kredit,466165
O12230,14,Makanan,Magelang,Kartu Kredit,381404
O12231,5,Fashion,Solo,Kartu Kredit,134828
O12232,8,Makanan,Solo,E-Wallet,75327
O12233,9,Elektronik,Solo,COD,419169
O12234,4,Rumah Tangga,Yogyakarta,Transfer Bank,268984
O12235,14,Fashion,Yogyakarta,E-Wallet,287458
O12236,4,Makanan,Semarang,E-Wallet,203228
O12237,20,Elektronik,Yogyakarta,COD,447977
O12238,19,Elektronik,Solo,E-Wallet,107441
O12239,4,Fashion,Semarang,Transfer Bank,322185
O12240,12,Fashion,Yogyakarta,Transfer Bank,209511
O12241,2,Elektronik,Yogyakarta,COD,65934
O12242,11,Elektronik,Magelang,Kartu Kredit,438768
O12243,7,Rumah Tangga,Purworejo,E-Wallet,121633
O12244,12,Kesehatan,Purworejo,E-Wallet,404174
O12245,8,Elektronik,Semarang,COD,314249
O12246,14,Kesehatan,Magelang,Transfer Bank,487445
O12247,15,Fashion,Yogyakarta,Kartu Kredit,399476
O12248,11,Rumah Tangga,Semarang,COD,221644
O12249,18,Makanan,Yogyakarta,Kartu Kredit,191917
O12250,17,Elektronik,Semarang,Kartu Kredit,216181
O12251,4,Elektronik,Semarang,Transfer Bank,282819
O12252,2,Fashion,Solo,Kartu Kredit,466987
O12253,18,Elektronik,Magelang,COD,384406
O12254,16,Elektronik,Magelang,Transfer Bank,165499
O12255,4,Elektronik,Semarang,E-Wallet,216233
O12256,18,Rumah Tangga,Magelang,COD,159181
O12257,7,Kesehatan,Magelang,Kartu Kredit,379805
O12258,19,Makanan,Solo,E-Wallet,357365
O12259,17,Fashion,Semarang,E-Wallet,416985
O12260,15,Elektronik,Yogyakarta,Transfer Bank,311245
O12261,17,Fashion,Magelang,Kartu Kredit,92273
O12262,20,Kesehatan,Purworejo,Transfer Bank,249088
O12263,8,Makanan,Magelang,E-Wallet,435329
O12264,4,Fashion,Purworejo,E-Wallet,133883
O12265,4,Rumah Tangga,Yogyakarta,Transfer Bank,363515
O12266,15,Rumah Tangga,Purworejo,Transfer Bank,324493
O12267,14,Rumah Tangga,Solo,Kartu Kredit,247767
O12268,13,Fashion,Solo,Kartu Kredit,127182
O12269,15,Kesehatan,Solo,E-Wallet,227174
O12270,19,Rumah Tangga,Magelang,E-Wallet,417425
O12271,18,Rumah Tangga,Purworejo,Transfer Bank,125969
O12272,15,Kesehatan,Purworejo,E-Wallet,71948
O12273,12,Makanan,Purworejo,COD,126192
O12274,12,Makanan,Magelang,Transfer Bank,496891
O12275,19,Kesehatan,Magelang,E-Wallet,293520
O12276,12,Elektronik,Solo,COD,442959
O12277,3,Rumah Tangga,Magelang,Kartu Kredit,105956
O12278,16,Rumah Tangga,Semarang,Transfer Bank,247044
O12279,10,Rumah Tangga,Magelang,Transfer Bank,318299
O12280,5,Makanan,Magelang,Kartu Kredit,427216
O12281,9,Fashion,Magelang,Kartu Kredit,154005
O12282,13,Makanan,Solo,COD,61786
O12283,12,Kesehatan,Solo,Transfer Bank,154580
O12284,2,Elektronik,Magelang,Transfer Bank,359858
O12285,9,Makanan,Magelang,COD,242520
O12286,15,Rumah Tangga,Solo,COD,455321
O12287,5,Kesehatan,Solo,Transfer Bank,176834
O12288,2,Kesehatan,Magelang,Transfer Bank,190349
O12289,14,Rumah Tangga,Solo,COD,190803
O12290,10,Elektronik,Purworejo,Kartu Kredit,122506
O12291,8,Elektronik,Purworejo,COD,105887
O12292,17,Fashion,Yogyakarta,Kartu Kredit,71034
O12293,16,Fashion,Yogyakarta,COD,406875
O12294,18,Rumah Tangga,Magelang,Kartu Kredit,446113
O12295,6,Elektronik,Yogyakarta,Transfer Bank,233948
O12296,15,Makanan,Semarang,E-Wallet,435418
O12297,12,Elektronik,Solo,COD,319751
O12298,20,Elektronik,Magelang,COD,406758
O12299,19,Kesehatan,Solo,Kartu Kredit,412776
O12300,20,Kesehatan,Solo,Transfer Bank,330751
O12301,6,Kesehatan,Semarang,Transfer Bank,497166
O12302,11,Fashion,Purworejo,COD,389675
O12303,1,Fashion,Purworejo,Transfer Bank,493157
O12304,12,Makanan,Yogyakarta,COD,71184
O12305,1,Fashion,Magelang,Transfer Bank,173852
O12306,9,Rumah Tangga,Purworejo,E-Wallet,229948
O12307,15,Rumah Tangga,Magelang,Transfer Bank,254465
O12308,20,Kesehatan,Purworejo,COD,306122
O12309,19,Makanan,Yogyakarta,Kartu Kredit,368907
O12310,16,Rumah Tangga,Purworejo,COD,435213
O12311,8,Makanan,Semarang,Kartu Kredit,424564
O12312,12,Elektronik,Purworejo,Kartu Kredit,215697
O12313,16,Elektronik,Solo,E-Wallet,214489
O12314,8,Elektronik,Magelang,COD,264539
O12315,1,Kesehatan,Yogyakarta,Kartu Kredit,157248
O12316,11,Elektronik,Solo,Kartu Kredit,232125
O12317,7,Fashion,Magelang,E-Wallet,244955
O12318,5,Makanan,Solo,Kartu Kredit,272804
O12319,13,Kesehatan,Magelang,COD,56804
O12320,4,Makanan,Solo,COD,155239
O12321,16,Makanan,Magelang,Transfer Bank,145756
O12322,8,Elektronik,Solo,COD,308219
O12323,16,Rumah Tangga,Purworejo,Kartu Kredit,469893
O12324,12,Fashion,Purworejo,COD,51950
O12325,4,Fashion,Semarang,COD,450250
O12326,10,Kesehatan,Purworejo,E-Wallet,186165
O12327,15,Makanan,Purworejo,E-Wallet,338885
O12328,3,Elektronik,Yogyakarta,COD,76103
O12329,19,Fashion,Purworejo,COD,228070
O12330,11,Rumah Tangga,Purworejo,COD,429670
O12331,3,Fashion,Semarang,Kartu Kredit,123641
O12332,8,Rumah Tangga,Magelang,Transfer Bank,193259
O12333,13,Rumah Tangga,Semarang,Kartu Kredit,389940
O12334,4,Kesehatan,Semarang,E-Wallet,375750
O12335,18,Kesehatan,Purworejo,COD,355148
O12336,3,Kesehatan,Semarang,Transfer Bank,404582
O12337,10,Kesehatan,Purworejo,Transfer Bank,349826
O12338,16,Elektronik,Solo,E-Wallet,254222
O12339,18,Kesehatan,Semarang,COD,494465
O12340,20,Kesehatan,Solo,Transfer Bank,493568
O12341,13,Makanan,Yogyakarta,Kartu Kredit,50141
O12342,4,Elektronik,Magelang,COD,293446
O12343,16,Makanan,Semarang,Kartu Kredit,439220
O12344,6,Rumah Tangga,Solo,Transfer Bank,290371
O12345,12,Makanan,Semarang,COD,447164
O12346,17,Rumah Tangga,Magelang,E-Wallet,457983
O12347,20,Kesehatan,Magelang,COD,367268
O12348,4,Elektronik,Solo,E-Wallet,462503
O12349,7,Kesehatan,Yogyakarta,Transfer Bank,291742
O12350,15,Kesehatan,Yogyakarta,E-Wallet,428628
O12351,17,Rumah Tangga,Purworejo,Transfer Bank,323680
O12352,3,Elektronik,Semarang,Kartu Kredit,193776
O12353,16,Fashion,Solo,E-Wallet,94170
O12354,12,Rumah Tangga,Solo,E-Wallet,421746
O12355,3,Rumah Tangga,Yogyakarta,E-Wallet,161255
O12356,2,Elektronik,Yogyakarta,COD,347081
